## [BeGaze]
## Converted from:	\\Ivr-x-1134-0601\begazedatafromstimulipc\fw\data4Paul\ARU\EMIP3_2_1\ARU-P05-[fbc020e3-72c0-4603-ae37-7180360735d5]\ARU-P05-eye_data.idf
## Date:	27.07.2015 22:59:53
## Version:	BeGaze 3.5.101
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	8325
## Reversed:	none
## [Run]
## Subject:	ARU-P05
## Description:	Run5
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;54)
## Calibration Point 2:	Position(1824;270)
## Calibration Point 3:	Position(1440;1026)
## Calibration Point 4:	Position(96;810)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RMX0993602-1450//SMI_RED250mobile
## Operating System :	6.2.9200
## IView X Version:	4.2.0.0
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	, RIGHT, POR
##
Time,Type,Trial,R POR X [px],R POR Y [px],R Event Info
848668072,SMP,1,1139.9060,550.4490,Fixation
848672074,SMP,1,1139.2796,547.9520,Fixation
848676076,SMP,1,1139.6738,547.6709,Fixation
848680078,SMP,1,1138.9658,552.8006,Fixation
848684080,SMP,1,1138.1510,551.4290,Fixation
848688082,SMP,1,1135.1916,553.9101,Fixation
848692083,SMP,1,1135.0433,553.1526,Fixation
848696085,SMP,1,1134.3195,555.2759,Fixation
848700087,SMP,1,1132.5506,554.4668,Fixation
848704089,SMP,1,1134.2492,561.4976,Fixation
848708091,SMP,1,1132.9944,558.5752,Fixation
848712093,SMP,1,1137.5168,557.1653,Saccade
848716095,SMP,1,1136.1759,557.3722,Saccade
848720097,SMP,1,1129.3240,558.4650,Saccade
848724099,SMP,1,1052.9794,557.8727,Saccade
848728101,SMP,1,1000.5107,576.9317,Saccade
848732103,SMP,1,1010.2272,614.1684,Saccade
848736105,SMP,1,1014.8488,604.4196,Saccade
848740107,SMP,1,1006.3907,606.8726,Saccade
848744109,SMP,1,1005.6338,623.0893,Saccade
848748109,SMP,1,1009.1855,632.7545,Saccade
848752108,SMP,1,1011.3253,634.4430,Saccade
848756108,SMP,1,1011.7602,633.8074,Fixation
848760107,SMP,1,1007.2701,638.1922,Fixation
848764107,SMP,1,1003.9172,637.7336,Fixation
848768106,SMP,1,1006.1694,641.7587,Fixation
848772106,SMP,1,1003.7594,642.4894,Fixation
848776106,SMP,1,1004.0467,643.4392,Fixation
848780105,SMP,1,1003.5274,644.3727,Fixation
848784105,SMP,1,1002.6881,645.7394,Fixation
848788104,SMP,1,1001.2647,647.2472,Fixation
848792104,SMP,1,999.4688,648.5251,Fixation
848796103,SMP,1,994.3208,650.5113,Fixation
848800103,SMP,1,993.5249,652.3857,Fixation
848804102,SMP,1,992.4410,653.7307,Fixation
848808102,SMP,1,992.1447,655.8993,Fixation
848812101,SMP,1,991.6379,655.4195,Fixation
848816101,SMP,1,991.5683,657.4732,Fixation
848820100,SMP,1,992.0240,657.9458,Fixation
848824100,SMP,1,991.6659,659.6805,Fixation
848828099,SMP,1,990.4161,659.5100,Fixation
848832099,SMP,1,990.7939,656.4903,Fixation
848836098,SMP,1,989.0210,657.9791,Fixation
848840098,SMP,1,993.1107,654.5349,Fixation
848844097,SMP,1,991.1391,652.0719,Fixation
848848097,SMP,1,993.6714,651.1206,Fixation
848852096,SMP,1,990.9601,647.0240,Fixation
848856096,SMP,1,994.5099,643.7527,Fixation
848860096,SMP,1,996.7664,641.0357,Fixation
848864095,SMP,1,997.5615,637.7492,Fixation
848868095,SMP,1,999.4595,639.8524,Fixation
848872096,SMP,1,999.8066,642.6167,Fixation
848876098,SMP,1,1003.5338,641.3179,Fixation
848880100,SMP,1,1005.8022,642.4698,Fixation
848884102,SMP,1,1002.9599,640.7123,Fixation
848888104,SMP,1,1003.6725,644.0926,Fixation
848892106,SMP,1,1003.6844,646.7103,Fixation
848896107,SMP,1,1003.6019,644.1184,Fixation
848900109,SMP,1,1004.1437,644.5989,Fixation
848904111,SMP,1,1004.5932,646.0860,Fixation
848908113,SMP,1,1006.5550,644.6710,Fixation
848912115,SMP,1,1006.4187,644.1099,Fixation
848916116,SMP,1,1007.7677,640.7055,Fixation
848920118,SMP,1,1007.6015,642.2347,Fixation
848924120,SMP,1,1008.3817,644.6688,Fixation
848928122,SMP,1,1009.6546,643.1879,Fixation
848932124,SMP,1,1010.4986,646.8659,Fixation
848936126,SMP,1,1011.8145,645.1834,Saccade
848940127,SMP,1,1012.8930,649.2403,Saccade
848944129,SMP,1,1015.2029,651.0362,Saccade
848948131,SMP,1,1036.0223,655.0920,Saccade
848952132,SMP,1,1091.0357,657.1106,Saccade
848956133,SMP,1,1082.3688,658.1247,Saccade
848960135,SMP,1,1084.5794,659.1788,Saccade
848964136,SMP,1,1082.1763,659.8743,Fixation
848968138,SMP,1,1078.5703,661.3719,Fixation
848972139,SMP,1,1080.4269,667.4484,Fixation
848976140,SMP,1,1085.1269,670.1106,Fixation
848980142,SMP,1,1088.4744,671.7993,Fixation
848984143,SMP,1,1090.9117,673.0979,Fixation
848988144,SMP,1,1089.4777,674.3632,Fixation
848992146,SMP,1,1088.5052,669.6131,Fixation
848996147,SMP,1,1089.4092,669.5547,Fixation
849000149,SMP,1,1089.1403,669.5513,Fixation
849004150,SMP,1,1087.6740,672.8420,Fixation
849008151,SMP,1,1087.7981,673.8770,Fixation
849012153,SMP,1,1088.9230,671.0038,Fixation
849016154,SMP,1,1088.4541,671.1155,Fixation
849020156,SMP,1,1087.5740,672.0981,Fixation
849024157,SMP,1,1087.9925,668.8243,Fixation
849028158,SMP,1,1088.3331,670.6787,Fixation
849032160,SMP,1,1087.1027,670.7476,Fixation
849036161,SMP,1,1087.3123,671.6267,Fixation
849040162,SMP,1,1086.3929,672.9482,Fixation
849044164,SMP,1,1085.9676,669.4764,Fixation
849048165,SMP,1,1087.9519,671.6234,Fixation
849052167,SMP,1,1090.9590,676.3230,Fixation
849056168,SMP,1,1090.6146,679.9893,Fixation
849060169,SMP,1,1093.1329,677.6299,Fixation
849064171,SMP,1,1094.2953,674.7975,Fixation
849068172,SMP,1,1089.6636,673.9762,Fixation
849072173,SMP,1,1093.4321,676.2511,Fixation
849076174,SMP,1,1097.3344,674.5789,Fixation
849080174,SMP,1,1100.4689,671.5266,Fixation
849084174,SMP,1,1100.4291,670.8613,Fixation
849088174,SMP,1,1103.5197,671.9946,Fixation
849092175,SMP,1,1102.8487,672.3283,Fixation
849096175,SMP,1,1103.1031,671.3615,Fixation
849100175,SMP,1,1103.7219,667.4180,Fixation
849104175,SMP,1,1104.1769,667.4320,Fixation
849108176,SMP,1,1105.1521,666.5720,Fixation
849112176,SMP,1,1105.2651,666.2643,Fixation
849116176,SMP,1,1103.0801,664.2947,Fixation
849120176,SMP,1,1102.9436,666.9413,Fixation
849124177,SMP,1,1101.4499,668.7233,Fixation
849128177,SMP,1,1100.7088,670.3360,Fixation
849132177,SMP,1,1095.6736,667.2532,Fixation
849136177,SMP,1,1095.8440,668.5187,Fixation
849140178,SMP,1,1092.0748,670.3972,Fixation
849144178,SMP,1,1091.2013,668.6644,Fixation
849148177,SMP,1,1091.3784,667.6140,Fixation
849152176,SMP,1,1093.6662,672.4187,Fixation
849156176,SMP,1,1094.9370,670.3572,Fixation
849160175,SMP,1,1095.4089,669.4933,Fixation
849164175,SMP,1,1100.0365,670.9851,Fixation
849168174,SMP,1,1098.8362,666.1367,Saccade
849172173,SMP,1,1100.1323,669.2256,Saccade
849176173,SMP,1,1120.5965,668.7293,Saccade
849180172,SMP,1,1141.8051,668.1766,Saccade
849184171,SMP,1,1188.4615,668.7825,Saccade
849188171,SMP,1,1190.4213,670.4800,Saccade
849192170,SMP,1,1168.9753,668.8819,Fixation
849196169,SMP,1,1177.3200,671.6352,Fixation
849200169,SMP,1,1170.9548,669.7464,Fixation
849204168,SMP,1,1175.1803,671.3820,Fixation
849208167,SMP,1,1183.0202,670.4750,Fixation
849212167,SMP,1,1185.7519,672.0384,Fixation
849216166,SMP,1,1181.3815,673.5534,Fixation
849220165,SMP,1,1181.4895,673.4443,Fixation
849224165,SMP,1,1182.6864,677.0838,Fixation
849228164,SMP,1,1181.6754,676.9316,Fixation
849232163,SMP,1,1175.6346,676.8692,Fixation
849236163,SMP,1,1173.5383,679.4321,Fixation
849240162,SMP,1,1170.2823,675.3962,Fixation
849244162,SMP,1,1172.2868,679.8380,Fixation
849248161,SMP,1,1171.0188,680.9130,Fixation
849252160,SMP,1,1168.9445,681.7210,Fixation
849256160,SMP,1,1164.4473,682.0515,Fixation
849260159,SMP,1,1166.5954,681.3010,Fixation
849264158,SMP,1,1168.7577,682.1913,Fixation
849268158,SMP,1,1170.0371,679.1777,Fixation
849272157,SMP,1,1170.1579,674.9214,Fixation
849276156,SMP,1,1173.0617,674.5016,Fixation
849280156,SMP,1,1177.6838,673.3882,Fixation
849284157,SMP,1,1181.2346,673.0257,Fixation
849288157,SMP,1,1186.4024,671.8087,Fixation
849292157,SMP,1,1188.7250,671.3925,Fixation
849296157,SMP,1,1189.0624,670.3376,Fixation
849300157,SMP,1,1191.5906,670.8338,Fixation
849304157,SMP,1,1192.2998,669.6399,Fixation
849308157,SMP,1,1191.4390,670.5844,Fixation
849312157,SMP,1,1189.2979,669.4438,Fixation
849316158,SMP,1,1184.8493,670.5053,Fixation
849320158,SMP,1,1183.6148,671.9103,Fixation
849324158,SMP,1,1178.1788,672.2470,Fixation
849328158,SMP,1,1171.7218,671.9625,Fixation
849332158,SMP,1,1171.2900,673.6937,Fixation
849336158,SMP,1,1169.9496,675.1986,Fixation
849340158,SMP,1,1169.4920,679.8051,Fixation
849344158,SMP,1,1172.7389,680.5322,Fixation
849348159,SMP,1,1169.5491,673.0554,Fixation
849352160,SMP,1,1169.1617,670.7022,Fixation
849356160,SMP,1,1174.0382,671.0843,Fixation
849360161,SMP,1,1179.4433,673.6076,Fixation
849364162,SMP,1,1179.3200,671.6001,Fixation
849368162,SMP,1,1181.2695,673.1667,Fixation
849372163,SMP,1,1184.4012,672.4821,Fixation
849376164,SMP,1,1188.4603,677.2432,Fixation
849380164,SMP,1,1184.3750,675.5581,Fixation
849384165,SMP,1,1184.4201,676.3208,Fixation
849388166,SMP,1,1183.5911,676.7552,Fixation
849392166,SMP,1,1183.6659,673.4103,Fixation
849396167,SMP,1,1180.2993,676.6721,Fixation
849400168,SMP,1,1178.8913,682.2945,Fixation
849404168,SMP,1,1177.3232,683.9871,Fixation
849408169,SMP,1,1178.2080,674.7169,Fixation
849412170,SMP,1,1180.5703,678.4622,Fixation
849416170,SMP,1,1183.1410,678.1330,Fixation
849420171,SMP,1,1186.1630,683.1657,Fixation
849424172,SMP,1,1185.1288,677.4756,Fixation
849428172,SMP,1,1182.2917,676.6910,Fixation
849432173,SMP,1,1189.4040,674.8832,Fixation
849436174,SMP,1,1189.6494,679.0299,Fixation
849440174,SMP,1,1192.9702,680.3452,Fixation
849444175,SMP,1,1194.8191,678.5306,Fixation
849448176,SMP,1,1194.4905,677.1276,Fixation
849452176,SMP,1,1195.4936,677.2760,Fixation
849456177,SMP,1,1195.4187,679.3043,Fixation
849460178,SMP,1,1191.3504,681.1597,Fixation
849464178,SMP,1,1189.4934,680.7122,Fixation
849468179,SMP,1,1189.2359,680.9418,Fixation
849472180,SMP,1,1189.2004,681.8072,Fixation
849476180,SMP,1,1187.2944,682.9983,Fixation
849480181,SMP,1,1184.2202,682.3274,Fixation
849484179,SMP,1,1182.1084,682.0614,Fixation
849488178,SMP,1,1179.6305,681.0858,Fixation
849492176,SMP,1,1179.9189,682.5446,Fixation
849496174,SMP,1,1177.0823,684.3742,Saccade
849500173,SMP,1,1172.7923,679.5849,Saccade
849504171,SMP,1,1166.0432,664.7354,Saccade
849508170,SMP,1,1155.9679,632.1444,Saccade
849512168,SMP,1,1156.6995,620.4034,Saccade
849516166,SMP,1,1159.5831,616.3168,Saccade
849520165,SMP,1,1161.3388,608.7534,Saccade
849524163,SMP,1,1161.0876,604.2807,Saccade
849528162,SMP,1,1164.0801,591.3418,Saccade
849532160,SMP,1,1163.0109,603.8990,Fixation
849536158,SMP,1,1160.8191,597.4750,Fixation
849540157,SMP,1,1157.7471,597.3376,Fixation
849544155,SMP,1,1163.2139,595.5910,Fixation
849548154,SMP,1,1162.1030,595.0973,Fixation
849552153,SMP,1,1165.8083,594.4417,Fixation
849556152,SMP,1,1167.3681,591.8849,Fixation
849560150,SMP,1,1166.6423,592.3350,Fixation
849564149,SMP,1,1164.1319,591.6617,Fixation
849568148,SMP,1,1161.6265,593.0816,Fixation
849572147,SMP,1,1160.4239,591.1017,Fixation
849576146,SMP,1,1158.0565,587.9255,Fixation
849580144,SMP,1,1157.2354,588.4043,Fixation
849584143,SMP,1,1156.9617,589.5258,Fixation
849588142,SMP,1,1155.3152,587.3981,Fixation
849592141,SMP,1,1155.5268,588.5728,Fixation
849596140,SMP,1,1155.3228,586.3894,Fixation
849600138,SMP,1,1156.0125,582.3308,Fixation
849604137,SMP,1,1153.5426,584.5411,Fixation
849608136,SMP,1,1153.1101,581.6652,Blink
849612135,SMP,1,1153.3232,583.0924,Blink
849616134,SMP,1,1158.5854,585.8713,Blink
849620132,SMP,1,1118.4403,575.3701,Blink
849624131,SMP,1,0.0000,0.0000,Blink
849628130,SMP,1,0.0000,0.0000,Blink
849632129,SMP,1,0.0000,0.0000,Blink
849636128,SMP,1,0.0000,0.0000,Blink
849640126,SMP,1,0.0000,0.0000,Blink
849644125,SMP,1,0.0000,0.0000,Blink
849648124,SMP,1,0.0000,0.0000,Blink
849652123,SMP,1,0.0000,0.0000,Blink
849656122,SMP,1,0.0000,0.0000,Blink
849660120,SMP,1,0.0000,0.0000,Blink
849664119,SMP,1,0.0000,0.0000,Blink
849668118,SMP,1,0.0000,0.0000,Blink
849672117,SMP,1,0.0000,0.0000,Blink
849676115,SMP,1,0.0000,0.0000,Blink
849680114,SMP,1,0.0000,0.0000,Blink
849684113,SMP,1,0.0000,0.0000,Blink
849688110,SMP,1,0.0000,0.0000,Blink
849692107,SMP,1,0.0000,0.0000,Blink
849696104,SMP,1,0.0000,0.0000,Blink
849700101,SMP,1,0.0000,0.0000,Blink
849704098,SMP,1,0.0000,0.0000,Blink
849708095,SMP,1,0.0000,0.0000,Blink
849712092,SMP,1,0.0000,0.0000,Blink
849716089,SMP,1,0.0000,0.0000,Blink
849720086,SMP,1,0.0000,0.0000,Blink
849724083,SMP,1,0.0000,0.0000,Blink
849728080,SMP,1,0.0000,0.0000,Blink
849732077,SMP,1,0.0000,0.0000,Blink
849736074,SMP,1,0.0000,0.0000,Blink
849740071,SMP,1,0.0000,0.0000,Blink
849744068,SMP,1,0.0000,0.0000,Blink
849748066,SMP,1,1162.2527,545.5661,Blink
849752064,SMP,1,1164.3670,518.5784,Blink
849756062,SMP,1,1160.2030,493.7350,Blink
849760060,SMP,1,1162.2627,479.3421,Blink
849764058,SMP,1,1154.7523,482.0544,Fixation
849768056,SMP,1,1158.9695,496.1810,Fixation
849772054,SMP,1,1164.3507,503.0164,Fixation
849776052,SMP,1,1165.7237,490.9030,Fixation
849780050,SMP,1,1168.7444,506.8695,Fixation
849784048,SMP,1,1168.9675,504.1965,Fixation
849788046,SMP,1,1170.1474,509.1824,Fixation
849792044,SMP,1,1169.2538,510.7144,Fixation
849796042,SMP,1,1169.5857,519.2932,Fixation
849800040,SMP,1,1167.7832,532.8939,Fixation
849804038,SMP,1,1167.2207,540.5578,Fixation
849808036,SMP,1,1167.5680,554.1875,Fixation
849812034,SMP,1,1167.6299,563.4931,Fixation
849816032,SMP,1,1164.7478,568.2442,Fixation
849820030,SMP,1,1162.1665,572.2141,Fixation
849824028,SMP,1,1160.0774,572.2044,Fixation
849828026,SMP,1,1159.7122,574.3953,Fixation
849832024,SMP,1,1158.9838,571.3384,Fixation
849836022,SMP,1,1159.6127,578.2275,Fixation
849840019,SMP,1,1156.3695,582.4965,Fixation
849844017,SMP,1,1155.8524,582.5902,Fixation
849848015,SMP,1,1151.7190,584.5977,Fixation
849852013,SMP,1,1152.1844,583.1357,Fixation
849856011,SMP,1,1150.9808,584.3974,Fixation
849860009,SMP,1,1150.4175,579.7322,Fixation
849864007,SMP,1,1149.6141,580.3095,Fixation
849868005,SMP,1,1148.7501,576.4627,Fixation
849872003,SMP,1,1149.3615,575.1679,Fixation
849876001,SMP,1,1148.8180,566.6055,Fixation
849879999,SMP,1,1148.5010,562.3874,Fixation
849883997,SMP,1,1150.0412,559.6556,Fixation
849887995,SMP,1,1150.2098,551.2124,Fixation
849891995,SMP,1,1153.5683,549.4957,Fixation
849895996,SMP,1,1154.5850,552.4191,Fixation
849899996,SMP,1,1156.9356,552.3522,Fixation
849903997,SMP,1,1158.0745,559.9612,Fixation
849907997,SMP,1,1159.8968,558.6991,Fixation
849911997,SMP,1,1161.8445,567.5267,Fixation
849915998,SMP,1,1163.2018,565.5422,Fixation
849919998,SMP,1,1163.7298,563.8579,Fixation
849923998,SMP,1,1163.0650,554.3830,Fixation
849927999,SMP,1,1161.4287,559.7073,Fixation
849931999,SMP,1,1161.7794,564.6469,Fixation
849935999,SMP,1,1159.5627,568.0241,Fixation
849940000,SMP,1,1158.0983,573.0308,Fixation
849944000,SMP,1,1156.2221,574.0716,Fixation
849948002,SMP,1,1154.1875,577.3428,Fixation
849952004,SMP,1,1151.4840,581.8957,Fixation
849956007,SMP,1,1149.1107,583.0250,Fixation
849960009,SMP,1,1146.9064,585.9266,Fixation
849964011,SMP,1,1146.0022,579.9563,Fixation
849968013,SMP,1,1144.4224,584.4134,Fixation
849972015,SMP,1,1145.4898,588.4138,Fixation
849976017,SMP,1,1142.4972,587.7186,Fixation
849980019,SMP,1,1140.6178,585.0117,Fixation
849984021,SMP,1,1139.5619,584.7652,Fixation
849988023,SMP,1,1139.3297,584.5555,Fixation
849992025,SMP,1,1140.2742,581.3044,Fixation
849996027,SMP,1,1140.7151,577.6969,Fixation
850000030,SMP,1,1140.6835,572.0025,Fixation
850004032,SMP,1,1141.6673,564.2174,Fixation
850008034,SMP,1,1145.2299,569.4820,Fixation
850012036,SMP,1,1147.6606,566.4324,Fixation
850016038,SMP,1,1149.2840,566.5581,Fixation
850020040,SMP,1,1153.3090,567.1197,Fixation
850024042,SMP,1,1155.9665,569.2221,Fixation
850028044,SMP,1,1160.8969,570.2970,Fixation
850032046,SMP,1,1161.4754,570.9319,Fixation
850036048,SMP,1,1163.9796,574.9915,Fixation
850040050,SMP,1,1165.7349,573.5505,Fixation
850044053,SMP,1,1167.9880,576.8518,Fixation
850048055,SMP,1,1168.5842,578.3071,Fixation
850052057,SMP,1,1168.0278,576.5100,Fixation
850056059,SMP,1,1169.2104,568.5077,Fixation
850060061,SMP,1,1167.1693,576.4930,Fixation
850064063,SMP,1,1165.9773,566.2469,Fixation
850068065,SMP,1,1163.4384,563.0195,Fixation
850072067,SMP,1,1160.4659,571.8085,Fixation
850076069,SMP,1,1158.7664,573.1164,Fixation
850080071,SMP,1,1154.6329,581.0417,Fixation
850084073,SMP,1,1154.7025,586.9902,Fixation
850088076,SMP,1,1153.9361,588.6961,Fixation
850092078,SMP,1,1151.4725,585.1638,Fixation
850096080,SMP,1,1149.5450,581.6110,Fixation
850100082,SMP,1,1149.0172,580.8623,Fixation
850104084,SMP,1,1145.5215,586.1217,Fixation
850108086,SMP,1,1143.7211,582.7387,Fixation
850112088,SMP,1,1142.0132,587.6682,Fixation
850116090,SMP,1,1141.9346,585.7924,Fixation
850120092,SMP,1,1144.1197,591.4112,Fixation
850124094,SMP,1,1145.0527,590.3681,Fixation
850128096,SMP,1,1143.3934,587.7732,Fixation
850132098,SMP,1,1143.4722,585.6204,Fixation
850136100,SMP,1,1142.6763,586.2977,Fixation
850140102,SMP,1,1142.5379,585.7309,Fixation
850144104,SMP,1,1141.0735,586.2668,Fixation
850148102,SMP,1,1138.3448,584.8070,Fixation
850152100,SMP,1,1136.3921,583.9072,Fixation
850156098,SMP,1,1140.2326,582.2387,Fixation
850160095,SMP,1,1136.9656,585.4374,Fixation
850164093,SMP,1,1135.1544,581.0056,Fixation
850168091,SMP,1,1133.8240,576.4440,Fixation
850172089,SMP,1,1133.9334,578.1790,Fixation
850176086,SMP,1,1132.3166,575.6172,Fixation
850180084,SMP,1,1130.4473,577.2882,Fixation
850184082,SMP,1,1130.5489,578.2348,Fixation
850188080,SMP,1,1129.9530,576.2527,Fixation
850192077,SMP,1,1130.6492,574.3691,Fixation
850196075,SMP,1,1132.7281,583.6865,Fixation
850200073,SMP,1,1133.8992,578.9248,Fixation
850204070,SMP,1,1135.7835,579.6470,Fixation
850208068,SMP,1,1135.4819,584.0552,Fixation
850212066,SMP,1,1139.2832,589.2022,Fixation
850216064,SMP,1,1136.6348,586.5787,Fixation
850220061,SMP,1,1139.0534,580.5897,Fixation
850224059,SMP,1,1138.7784,576.4250,Fixation
850228057,SMP,1,1139.1676,570.3668,Fixation
850232055,SMP,1,1141.4283,564.4123,Fixation
850236052,SMP,1,1142.6988,556.4696,Fixation
850240050,SMP,1,1144.0830,561.5342,Fixation
850244048,SMP,1,1143.9678,563.0190,Fixation
850248046,SMP,1,1144.8399,559.3305,Fixation
850252043,SMP,1,1146.1673,564.2623,Fixation
850256041,SMP,1,1146.4769,563.6368,Saccade
850260039,SMP,1,1149.9613,568.3650,Saccade
850264036,SMP,1,1151.7891,571.7822,Saccade
850268034,SMP,1,1153.6623,580.2850,Saccade
850272032,SMP,1,1166.2829,581.9007,Saccade
850276030,SMP,1,1210.6334,579.8177,Saccade
850280027,SMP,1,1233.0085,575.9459,Saccade
850284025,SMP,1,1215.2220,577.9446,Fixation
850288023,SMP,1,1199.7869,583.4386,Fixation
850292021,SMP,1,1199.9927,575.4186,Fixation
850296018,SMP,1,1209.1985,573.7636,Fixation
850300016,SMP,1,1206.9712,574.2085,Fixation
850304013,SMP,1,1209.2293,572.2088,Fixation
850308010,SMP,1,1209.5704,570.3440,Fixation
850312008,SMP,1,1210.4192,566.8277,Fixation
850316005,SMP,1,1207.8218,566.5584,Fixation
850320002,SMP,1,1201.9616,564.5842,Fixation
850323999,SMP,1,1200.4513,563.7944,Fixation
850327997,SMP,1,1198.5479,563.7235,Fixation
850331994,SMP,1,1196.0793,561.1514,Fixation
850335991,SMP,1,1194.6112,560.9193,Fixation
850339989,SMP,1,1194.1088,559.0289,Fixation
850343986,SMP,1,1193.1332,556.3564,Fixation
850347985,SMP,1,1192.7981,554.5814,Fixation
850351984,SMP,1,1192.4351,554.1025,Fixation
850355983,SMP,1,1192.8367,555.5055,Fixation
850359983,SMP,1,1194.5460,554.7384,Fixation
850363982,SMP,1,1196.2061,556.7128,Fixation
850367981,SMP,1,1200.4792,561.3338,Fixation
850371980,SMP,1,1203.2448,562.1233,Fixation
850375979,SMP,1,1203.5028,561.2318,Fixation
850379978,SMP,1,1203.9974,567.6967,Fixation
850383978,SMP,1,1203.8357,572.6041,Fixation
850387977,SMP,1,1203.9341,572.1671,Fixation
850391976,SMP,1,1205.6775,572.1141,Fixation
850395975,SMP,1,1209.0623,573.0761,Fixation
850399974,SMP,1,1210.1505,569.7395,Fixation
850403973,SMP,1,1209.7507,566.6933,Fixation
850407973,SMP,1,1210.7183,566.6865,Fixation
850411972,SMP,1,1209.0272,564.1215,Fixation
850415971,SMP,1,1208.1892,567.9747,Fixation
850419970,SMP,1,1208.4735,567.5059,Fixation
850423969,SMP,1,1211.1297,565.4512,Fixation
850427968,SMP,1,1211.9786,563.8332,Fixation
850431968,SMP,1,1212.4636,564.2783,Fixation
850435967,SMP,1,1212.8801,564.6229,Fixation
850439966,SMP,1,1213.3275,563.1854,Fixation
850443965,SMP,1,1215.2533,562.3435,Fixation
850447964,SMP,1,1216.0976,562.7315,Fixation
850451963,SMP,1,1216.8433,561.9437,Fixation
850455963,SMP,1,1217.3127,559.8879,Fixation
850459962,SMP,1,1217.0745,559.5147,Fixation
850463961,SMP,1,1215.9864,560.5983,Fixation
850467960,SMP,1,1217.4321,560.5298,Fixation
850471959,SMP,1,1221.5766,570.7768,Fixation
850475958,SMP,1,1218.7083,563.2688,Fixation
850479958,SMP,1,1217.9534,561.1145,Fixation
850483957,SMP,1,1218.0478,560.8873,Fixation
850487956,SMP,1,1215.8469,560.4613,Fixation
850491955,SMP,1,1215.5719,556.3098,Fixation
850495954,SMP,1,1212.0114,559.1532,Fixation
850499953,SMP,1,1212.6757,556.3411,Saccade
850503954,SMP,1,1210.7570,554.6443,Saccade
850507955,SMP,1,1206.9163,556.0158,Saccade
850511956,SMP,1,1182.0918,553.2553,Saccade
850515957,SMP,1,1105.9023,546.4293,Saccade
850519958,SMP,1,1074.6062,546.7223,Saccade
850523959,SMP,1,1070.5260,545.2894,Saccade
850527960,SMP,1,1071.0541,542.5998,Saccade
850531961,SMP,1,1062.7934,538.4487,Saccade
850535961,SMP,1,1064.4667,537.6230,Fixation
850539962,SMP,1,1065.5041,532.0688,Fixation
850543963,SMP,1,1068.6478,530.7272,Fixation
850547964,SMP,1,1063.2500,526.1657,Fixation
850551966,SMP,1,1064.9566,526.5688,Fixation
850555967,SMP,1,1060.7016,523.8902,Fixation
850559968,SMP,1,1057.7925,524.3774,Fixation
850563969,SMP,1,1057.4794,525.8776,Fixation
850567970,SMP,1,1057.3593,522.8210,Fixation
850571971,SMP,1,1056.6909,527.3855,Fixation
850575973,SMP,1,1058.7477,526.9106,Fixation
850579974,SMP,1,1059.1254,552.1303,Fixation
850583975,SMP,1,1057.7025,531.5220,Fixation
850587976,SMP,1,1056.1085,529.8342,Fixation
850591977,SMP,1,1056.1234,528.6026,Fixation
850595978,SMP,1,1057.6518,535.7165,Fixation
850599979,SMP,1,1057.5512,537.8250,Fixation
850603981,SMP,1,1055.7931,532.8457,Fixation
850607982,SMP,1,1057.3305,535.4245,Fixation
850611983,SMP,1,1057.7657,531.5991,Fixation
850615984,SMP,1,1063.1912,535.7816,Fixation
850619985,SMP,1,1062.9069,542.3408,Fixation
850623986,SMP,1,1061.3166,535.9549,Fixation
850627988,SMP,1,1059.0013,530.5075,Fixation
850631989,SMP,1,1060.4927,526.0003,Fixation
850635990,SMP,1,1063.4680,529.0769,Fixation
850639991,SMP,1,1063.0962,529.5828,Fixation
850643992,SMP,1,1061.9835,523.4969,Fixation
850647993,SMP,1,1060.9861,527.6869,Fixation
850651995,SMP,1,1064.5705,525.9039,Fixation
850655996,SMP,1,1057.3232,519.9093,Fixation
850659997,SMP,1,1055.1232,522.3482,Fixation
850663998,SMP,1,1053.0348,516.5875,Fixation
850667999,SMP,1,1048.9456,516.6012,Fixation
850672000,SMP,1,1049.1464,518.6046,Fixation
850676002,SMP,1,1048.7588,519.9335,Fixation
850680003,SMP,1,1047.6874,521.5625,Fixation
850684004,SMP,1,1047.1287,518.8492,Fixation
850688005,SMP,1,1048.0625,522.6263,Fixation
850692006,SMP,1,1049.5630,523.3549,Fixation
850696007,SMP,1,1048.9827,521.8111,Fixation
850700008,SMP,1,1053.7232,526.7486,Fixation
850704010,SMP,1,1054.3454,528.6322,Fixation
850708010,SMP,1,1054.3551,532.8468,Fixation
850712011,SMP,1,1056.1937,533.1922,Fixation
850716011,SMP,1,1059.4932,535.0672,Fixation
850720012,SMP,1,1058.3234,532.9866,Fixation
850724013,SMP,1,1059.5964,533.6809,Fixation
850728013,SMP,1,1064.4912,534.2321,Saccade
850732014,SMP,1,1063.5474,534.5240,Saccade
850736014,SMP,1,1054.7940,531.2510,Saccade
